rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2344,2306.0,38.0,0.016479,150,139.0,11.0,6427,6238.0,189.0,76.6942,40.0,30.0,6.6942,2026-09-12
2,TabularisDB,Tabularis,https://github.com/TabularisDB,Organization,N/D,Italy,False,58,49.0,9.0,0.183673,23,23.0,0.0,4977,4130.0,847.0,39.4737,9.4737,0.0,30.0,2026-09-12
3,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,624,597.0,27.0,0.045226,6,6.0,0.0,2,2.0,0.0,28.4211,28.4211,0.0,0.0,2026-09-12
4,SPDM-Team,SPDM Team,https://github.com/SPDM-Team,Organization,N/D,Italy,False,450,426.0,24.0,0.056338,3,3.0,0.0,90,89.0,1.0,25.2986,25.2632,0.0,0.0354,2026-09-12
5,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,195,185.0,10.0,0.054054,4,4.0,0.0,19947,19585.0,362.0,23.348,10.5263,0.0,12.8217,2026-09-12
6,un-fao,Food and Agriculture Organization of the United Nations (FAO),https://github.com/un-fao,Organization,N/D,Italy,False,135,128.0,7.0,0.054688,40,35.0,5.0,71,54.0,17.0,21.6069,7.3684,13.6364,0.6021,2026-09-12
7,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1926,1911.0,15.0,0.007849,433,432.0,1.0,6765,6734.0,31.0,19.6147,15.7895,2.7273,1.098,2026-09-12
8,dataciviclab,DataCivicLab,https://github.com/dataciviclab,Organization,N/D,Italy,False,43,43.0,0.0,0.0,28,21.0,7.0,39,39.0,0.0,19.0909,0.0,19.0909,0.0,2026-09-12
9,cnr-isti-vclab,Visual Computing Lab - ISTI - CNR,https://github.com/cnr-isti-vclab,Organization,N/D,Italy,False,306,298.0,8.0,0.026846,42,39.0,3.0,9795,9736.0,59.0,18.6926,8.4211,8.1818,2.0897,2026-09-12
10,unitn-drive,UniTN - DISI Drive,https://github.com/unitn-drive,Organization,N/D,Italy,False,841,824.0,17.0,0.020631,5,5.0,0.0,20,20.0,0.0,17.8947,17.8947,0.0,0.0,2026-09-12
11,idra-lab, Interdepartmental Robotics Labs (IDRA),https://github.com/idra-lab,Organization,N/D,Italy,False,47,47.0,0.0,0.0,106,100.0,6.0,280,278.0,2.0,16.4345,0.0,16.3636,0.0708,2026-09-12
12,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,247,235.0,12.0,0.051064,51,50.0,1.0,282,264.0,18.0,15.9964,12.6316,2.7273,0.6375,2026-09-12
13,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,712,701.0,11.0,0.015692,34,34.0,0.0,1926,1860.0,66.0,13.9166,11.5789,0.0,2.3377,2026-09-12
14,aimagelab,AImageLab,https://github.com/aimagelab,Organization,N/D,"Modena, Italy",False,198,194.0,4.0,0.020619,118,115.0,3.0,4985,4952.0,33.0,13.5612,4.2105,8.1818,1.1688,2026-09-12
15,Luce-Org,Lucebox AI,https://github.com/Luce-Org,Organization,N/D,Italy,False,83,74.0,9.0,0.121622,3,3.0,0.0,2882,2772.0,110.0,13.3698,9.4737,0.0,3.8961,2026-09-12
