rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,229,211.0,18.0,0.085308,49,39.0,10.0,253,219.0,34.0,48.6745,17.561,30.0,1.1135,2026-08-07
2,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,184,170.0,14.0,0.082353,4,4.0,0.0,19501,18585.0,916.0,43.6585,13.6585,0.0,30.0,2026-08-07
3,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,596,555.0,41.0,0.073874,6,6.0,0.0,2,1.0,1.0,40.0328,40.0,0.0,0.0328,2026-08-07
4,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,217,207.0,10.0,0.048309,77,70.0,7.0,1701,1607.0,94.0,33.8347,9.7561,21.0,3.0786,2026-08-07
5,OpenOSINT,OpenOSINT,https://github.com/OpenOSINT,Organization,N/D,Italy,False,56,38.0,18.0,0.473684,1,1.0,0.0,1365,947.0,418.0,31.2509,17.561,0.0,13.69,2026-08-07
6,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,700,676.0,24.0,0.035503,34,33.0,1.0,1858,1769.0,89.0,29.3295,23.4146,3.0,2.9148,2026-08-07
7,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1913,1884.0,29.0,0.015393,432,432.0,0.0,6735,6710.0,25.0,29.1115,28.2927,0.0,0.8188,2026-08-07
8,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2300,2275.0,25.0,0.010989,139,139.0,0.0,6219,6086.0,133.0,28.7461,24.3902,0.0,4.3559,2026-08-07
9,TabularisDB,Tabularis,https://github.com/TabularisDB,Organization,N/D,Italy,False,48,39.0,9.0,0.230769,22,19.0,3.0,4091,3806.0,285.0,27.1145,8.7805,9.0,9.3341,2026-08-07
10,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,325,321.0,4.0,0.012461,775,769.0,6.0,1693,1676.0,17.0,22.4592,3.9024,18.0,0.5568,2026-08-07
11,gbionics,Generative Bionics,https://github.com/gbionics,Organization,N/D,Italy,False,111,96.0,15.0,0.15625,67,66.0,1.0,3160,3091.0,69.0,19.894,14.6341,3.0,2.2598,2026-08-07
12,robotology,Robotology,https://github.com/robotology,Organization,N/D,Italy,False,334,333.0,1.0,0.003003,153,147.0,6.0,2714,2705.0,9.0,19.2704,0.9756,18.0,0.2948,2026-08-07
13,BendingSpoons,Bending Spoons,https://github.com/BendingSpoons,Organization,N/D,"Milan, Italy",False,299,283.0,16.0,0.056537,3,3.0,0.0,2953,2955.0,0.0,15.6098,15.6098,0.0,0.0,2026-08-07
14,Tiledesk,Tiledesk,https://github.com/Tiledesk,Organization,N/D,Italy,False,444,429.0,15.0,0.034965,30,30.0,0.0,857,842.0,15.0,15.1254,14.6341,0.0,0.4913,2026-08-07
15,beelzebub-labs,Beelzebub Labs,https://github.com/beelzebub-labs,Organization,N/D,Italy,False,52,43.0,9.0,0.209302,7,6.0,1.0,2247,2192.0,55.0,13.5818,8.7805,3.0,1.8013,2026-08-07
16,agile-lab-dev,Agile Lab,https://github.com/agile-lab-dev,Organization,N/D,"Turin, Italy",False,52,52.0,0.0,0.0,122,118.0,4.0,409,404.0,5.0,12.1638,0.0,12.0,0.1638,2026-08-07
17,Corsinvest,Corsinvest Srl,https://github.com/Corsinvest,Organization,N/D,Italy,False,126,119.0,7.0,0.058824,29,28.0,1.0,3255,3186.0,69.0,12.0891,6.8293,3.0,2.2598,2026-08-07
18,cyberpandino,Cyberpandino,https://github.com/cyberpandino,Organization,N/D,Italy,False,170,159.0,11.0,0.069182,1,1.0,0.0,524,486.0,38.0,11.9762,10.7317,0.0,1.2445,2026-08-07
19,NethServer,NethServer,https://github.com/NethServer,Organization,N/D,Italy,False,148,140.0,8.0,0.057143,300,299.0,1.0,691,673.0,18.0,11.3944,7.8049,3.0,0.5895,2026-08-07
20,cheshire-cat-ai,Cheshire Cat AI,https://github.com/cheshire-cat-ai,Organization,N/D,Italy,False,639,628.0,11.0,0.017516,23,23.0,0.0,3416,3403.0,13.0,11.1575,10.7317,0.0,0.4258,2026-08-07
21,CentroEPiaggio,"Bioengineering and Robotics Research Center ""E. Piaggio"" - University of Pisa",https://github.com/CentroEPiaggio,Organization,N/D,"Via Diotisalvi, 2. Pisa, Italy",False,48,46.0,2.0,0.043478,168,165.0,3.0,476,471.0,5.0,11.115,1.9512,9.0,0.1638,2026-08-07
22,Luce-Org,Lucebox AI,https://github.com/Luce-Org,Organization,N/D,Italy,False,73,66.0,7.0,0.106061,3,3.0,0.0,2752,2674.0,78.0,9.3839,6.8293,0.0,2.5546,2026-08-07
23,ondata,onData,https://github.com/ondata,Organization,N/D,Italy,False,132,129.0,3.0,0.023256,141,139.0,2.0,793,780.0,13.0,9.3526,2.9268,6.0,0.4258,2026-08-07
24,clastix,Clastix Labs,https://github.com/clastix,Organization,N/D,Italy,False,146,141.0,5.0,0.035461,54,53.0,1.0,2417,2382.0,35.0,9.0243,4.878,3.0,1.1463,2026-08-07
25,Arubacloud,ArubaCloud,https://github.com/Arubacloud,Organization,N/D,24036 Ponte San Pietro (BG) Italy,False,55,52.0,3.0,0.057692,22,20.0,2.0,143,141.0,2.0,8.9923,2.9268,6.0,0.0655,2026-08-07
