rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,174,152.0,22.0,0.144737,4,4.0,0.0,18781,16238.0,2543.0,63.8462,33.8462,0.0,30.0,2026-07-14
2,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2276,2250.0,26.0,0.011556,139,137.0,2.0,6112,5927.0,185.0,47.1825,40.0,5.0,2.1825,2026-07-14
3,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,557,533.0,24.0,0.045028,6,6.0,0.0,1,1.0,0.0,36.9231,36.9231,0.0,0.0,2026-07-14
4,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1885,1870.0,15.0,0.008021,432,427.0,5.0,6712,6681.0,31.0,35.9426,23.0769,12.5,0.3657,2026-07-14
5,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,208,204.0,4.0,0.019608,71,61.0,10.0,1624,1538.0,86.0,32.1684,6.1538,25.0,1.0145,2026-07-14
6,boolean-it,Boolean IT,https://github.com/boolean-it,Organization,N/D,Italy,False,56,55.0,1.0,0.018182,25,13.0,12.0,1,1.0,0.0,31.5385,1.5385,30.0,0.0,2026-07-14
7,unitn-drive,UniTN - DISI Drive,https://github.com/unitn-drive,Organization,N/D,Italy,False,819,799.0,20.0,0.025031,5,5.0,0.0,20,20.0,0.0,30.7692,30.7692,0.0,0.0,2026-07-14
8,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,212,200.0,12.0,0.06,39,36.0,3.0,221,196.0,25.0,26.2565,18.4615,7.5,0.2949,2026-07-14
9,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,678,664.0,14.0,0.021084,34,33.0,1.0,1771,1723.0,48.0,24.6047,21.5385,2.5,0.5663,2026-07-14
10,robotology,Robotology,https://github.com/robotology,Organization,N/D,Italy,False,333,326.0,7.0,0.021472,152,147.0,5.0,2706,2699.0,7.0,23.3518,10.7692,12.5,0.0826,2026-07-14
11,BendingSpoons,Bending Spoons,https://github.com/BendingSpoons,Organization,N/D,"Milan, Italy",False,286,274.0,12.0,0.043796,3,3.0,0.0,2955,2956.0,0.0,18.4615,18.4615,0.0,0.0,2026-07-14
12,openapi,Openapi®,https://github.com/openapi,Organization,N/D,Home of 🍕,False,66,61.0,5.0,0.081967,23,19.0,4.0,214,207.0,7.0,17.7749,7.6923,10.0,0.0826,2026-07-14
13,gbionics,Generative Bionics,https://github.com/gbionics,Organization,N/D,Italy,False,98,92.0,6.0,0.065217,66,63.0,3.0,3099,3053.0,46.0,17.2734,9.2308,7.5,0.5427,2026-07-14
14,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,322,319.0,3.0,0.009404,770,765.0,5.0,1681,1670.0,11.0,17.2452,4.6154,12.5,0.1298,2026-07-14
15,SPDM-Team,SPDM Team,https://github.com/SPDM-Team,Organization,N/D,Italy,False,417,406.0,11.0,0.027094,3,3.0,0.0,86,82.0,4.0,16.9703,16.9231,0.0,0.0472,2026-07-14
16,aimagelab,AImageLab,https://github.com/aimagelab,Organization,N/D,"Modena, Italy",False,193,185.0,8.0,0.043243,113,112.0,1.0,4927,4905.0,22.0,15.0672,12.3077,2.5,0.2595,2026-07-14
17,dataciviclab,DataCivicLab,https://github.com/dataciviclab,Organization,N/D,Italy,False,43,40.0,3.0,0.075,19,15.0,4.0,36,29.0,7.0,14.698,4.6154,10.0,0.0826,2026-07-14
18,cheshire-cat-ai,Cheshire Cat AI,https://github.com/cheshire-cat-ai,Organization,N/D,Italy,False,632,623.0,9.0,0.014446,23,25.0,0.0,3408,3383.0,25.0,14.1411,13.8462,0.0,0.2949,2026-07-14
19,cartabinaria,CartaBinaria,https://github.com/cartabinaria,Organization,N/D,Italy,False,288,279.0,9.0,0.032258,198,198.0,0.0,158,156.0,2.0,13.8697,13.8462,0.0,0.0236,2026-07-14
20,agentvoiceresponse,Agent Voice Response,https://github.com/agentvoiceresponse,Organization,N/D,Italy,False,214,205.0,9.0,0.043902,44,44.0,0.0,194,192.0,2.0,13.8697,13.8462,0.0,0.0236,2026-07-14
21,Luce-Org,Lucebox AI,https://github.com/Luce-Org,Organization,N/D,Italy,False,67,59.0,8.0,0.135593,3,3.0,0.0,2685,2555.0,130.0,13.8413,12.3077,0.0,1.5336,2026-07-14
22,Tiledesk,Tiledesk,https://github.com/Tiledesk,Organization,N/D,Italy,False,433,425.0,8.0,0.018824,30,41.0,0.0,846,1633.0,0.0,12.3077,12.3077,0.0,0.0,2026-07-14
23,un-fao,Food and Agriculture Organization of the United Nations (FAO),https://github.com/un-fao,Organization,N/D,Italy,False,127,121.0,6.0,0.049587,34,33.0,1.0,61,40.0,21.0,11.9785,9.2308,2.5,0.2477,2026-07-14
24,Corsinvest,Corsinvest Srl,https://github.com/Corsinvest,Organization,N/D,Italy,False,123,116.0,7.0,0.060345,28,28.0,0.0,3199,3151.0,48.0,11.3355,10.7692,0.0,0.5663,2026-07-14
25,cyberpandino,Cyberpandino,https://github.com/cyberpandino,Organization,N/D,Italy,False,163,156.0,7.0,0.044872,1,1.0,0.0,493,478.0,15.0,10.9462,10.7692,0.0,0.177,2026-07-14
26,vlsi-lab,VLSI lab - PoliTO,https://github.com/vlsi-lab,Organization,N/D,Italy,False,47,45.0,2.0,0.044444,46,43.0,3.0,94,92.0,2.0,10.6005,3.0769,7.5,0.0236,2026-07-14
27,clastix,Clastix Labs,https://github.com/clastix,Organization,N/D,Italy,False,143,138.0,5.0,0.036232,53,52.0,1.0,2385,2362.0,23.0,10.4636,7.6923,2.5,0.2713,2026-07-14
28,freelensapp,Freelens,https://github.com/freelensapp,Organization,N/D,Italy,False,89,87.0,2.0,0.022989,21,19.0,2.0,5501,5364.0,137.0,9.6931,3.0769,5.0,1.6162,2026-07-14
29,polimi-ispl,Image and Sound Processing Lab,https://github.com/polimi-ispl,Organization,N/D,"Milan, Italy",False,95,91.0,4.0,0.043956,70,69.0,1.0,897,886.0,11.0,8.7836,6.1538,2.5,0.1298,2026-07-14
30,mathLab,SISSA mathLab,https://github.com/mathLab,Organization,N/D,"Via Bonomea 265, 34133 Trieste, TS, Italy",False,233,228.0,5.0,0.02193,30,30.0,0.0,1801,1770.0,31.0,8.058,7.6923,0.0,0.3657,2026-07-14
31,neuron-core,Neuron,https://github.com/neuron-core,Organization,N/D,Italy,False,84,81.0,3.0,0.037037,17,16.0,1.0,2344,2283.0,61.0,7.835,4.6154,2.5,0.7196,2026-07-14
32,sisinflab,Information Systems Lab @ Polytechnic University of Bari,https://github.com/sisinflab,Organization,N/D,"Bari, Italy",False,44,44.0,0.0,0.0,144,141.0,3.0,1087,1078.0,9.0,7.6062,0.0,7.5,0.1062,2026-07-14
33,commercelayer,Commerce Layer,https://github.com/commercelayer,Organization,N/D,Italy,False,98,99.0,0.0,0.0,89,86.0,3.0,670,669.0,1.0,7.5118,0.0,7.5,0.0118,2026-07-14
34,ondata,onData,https://github.com/ondata,Organization,N/D,Italy,False,129,126.0,3.0,0.02381,140,139.0,1.0,785,772.0,13.0,7.2687,4.6154,2.5,0.1534,2026-07-14
35,CompEngMS,Computer Engineering MS - Sapienza,https://github.com/CompEngMS,Organization,N/D,Italy,False,99,96.0,3.0,0.03125,25,24.0,1.0,37,36.0,1.0,7.1272,4.6154,2.5,0.0118,2026-07-14
36,XENONnT,XENONnT Dark Matter experiment,https://github.com/XENONnT,Organization,N/D,"Gran Sasso, Italy",False,86,83.0,3.0,0.036145,50,49.0,1.0,96,97.0,0.0,7.1154,4.6154,2.5,0.0,2026-07-14
37,virgili0,Virgilio Data Science,https://github.com/virgili0,Organization,N/D,Italy,False,120,117.0,3.0,0.025641,1,1.0,0.0,14857,14686.0,171.0,6.6327,4.6154,0.0,2.0173,2026-07-14
38,INGV,Istituto Nazionale di Geofisica e Vulcanologia,https://github.com/INGV,Organization,N/D,"Via di Vigna Murata 605 - 00143, Rome, Italy",False,70,69.0,1.0,0.014493,77,75.0,2.0,142,141.0,1.0,6.5503,1.5385,5.0,0.0118,2026-07-14
39,gem,Global Earthquake Model,https://github.com/gem,Organization,N/D,"Pavia, Italy",False,128,124.0,4.0,0.032258,96,96.0,0.0,700,692.0,8.0,6.2482,6.1538,0.0,0.0944,2026-07-14
40,volumio,Volumio Srl,https://github.com/volumio,User,N/D,Firenze - Italia,False,1065,1061.0,4.0,0.00377,135,135.0,0.0,2381,2377.0,4.0,6.201,6.1538,0.0,0.0472,2026-07-14
41,polito,Politecnico di Torino,https://github.com/polito,Organization,N/D,Italy,False,236,232.0,4.0,0.017241,9,9.0,0.0,221,221.0,0.0,6.1538,6.1538,0.0,0.0,2026-07-14
42,AlmavivA,AlmavivA S.p.A.,https://github.com/AlmavivA,Organization,N/D,"Rome, Italy",False,208,204.0,4.0,0.019608,15,15.0,0.0,2,2.0,0.0,6.1538,6.1538,0.0,0.0,2026-07-14
43,Sisal-Org,Sisal-Org,https://github.com/Sisal-Org,Organization,N/D,Italy,False,188,184.0,4.0,0.021739,0,0.0,0.0,0,0.0,0.0,6.1538,6.1538,0.0,0.0,2026-07-14
44,beelzebub-labs,Beelzebub Labs,https://github.com/beelzebub-labs,Organization,N/D,Italy,False,44,42.0,2.0,0.047619,7,6.0,1.0,2200,2158.0,42.0,6.0724,3.0769,2.5,0.4955,2026-07-14
45,KatharaFramework,Kathará,https://github.com/KatharaFramework,Organization,N/D,Italy,False,98,96.0,2.0,0.020833,15,14.0,1.0,947,912.0,35.0,5.9898,3.0769,2.5,0.4129,2026-07-14
46,code-with-the-italians,Code with the Italians,https://github.com/code-with-the-italians,Organization,N/D,Italy,False,44,42.0,2.0,0.047619,7,6.0,1.0,305,298.0,7.0,5.6595,3.0769,2.5,0.0826,2026-07-14
47,zupit-it,Zupit,https://github.com/zupit-it,Organization,N/D,Italy,False,40,38.0,2.0,0.052632,16,15.0,1.0,6,6.0,0.0,5.5769,3.0769,2.5,0.0,2026-07-14
48,usbarmory,USB armory,https://github.com/usbarmory,Organization,N/D,Italy,False,187,184.0,3.0,0.016304,37,37.0,0.0,5020,4975.0,45.0,5.1463,4.6154,0.0,0.5309,2026-07-14
49,mosaico-labs,mosaico,https://github.com/mosaico-labs,Organization,N/D,Italy,False,72,72.0,0.0,0.0,7,5.0,2.0,1083,1072.0,11.0,5.1298,0.0,5.0,0.1298,2026-07-14
50,agile-lab-dev,Agile Lab,https://github.com/agile-lab-dev,Organization,N/D,"Turin, Italy",False,52,52.0,0.0,0.0,119,117.0,2.0,405,403.0,2.0,5.0236,0.0,5.0,0.0236,2026-07-14
