rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2342,2306.0,36.0,0.015611,149,139.0,10.0,6423,6233.0,190.0,76.81,40.0,30.0,6.81,2026-09-11
2,TabularisDB,Tabularis,https://github.com/TabularisDB,Organization,N/D,Italy,False,57,49.0,8.0,0.163265,23,23.0,0.0,4963,4126.0,837.0,38.8889,8.8889,0.0,30.0,2026-09-11
3,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,623,597.0,26.0,0.043551,6,6.0,0.0,2,2.0,0.0,28.8889,28.8889,0.0,0.0,2026-09-11
4,SPDM-Team,SPDM Team,https://github.com/SPDM-Team,Organization,N/D,Italy,False,449,425.0,24.0,0.056471,3,3.0,0.0,90,89.0,1.0,26.7025,26.6667,0.0,0.0358,2026-09-11
5,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,194,185.0,9.0,0.048649,4,4.0,0.0,19942,19576.0,366.0,23.1183,10.0,0.0,13.1183,2026-09-11
6,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,247,233.0,14.0,0.060086,51,49.0,2.0,282,264.0,18.0,22.2007,15.5556,6.0,0.6452,2026-09-11
7,dataciviclab,DataCivicLab,https://github.com/dataciviclab,Organization,N/D,Italy,False,43,43.0,0.0,0.0,28,21.0,7.0,39,39.0,0.0,21.0,0.0,21.0,0.0,2026-09-11
8,cnr-isti-vclab,Visual Computing Lab - ISTI - CNR,https://github.com/cnr-isti-vclab,Organization,N/D,Italy,False,306,298.0,8.0,0.026846,42,39.0,3.0,9793,9735.0,58.0,19.9677,8.8889,9.0,2.0789,2026-09-11
9,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1926,1912.0,14.0,0.007322,433,432.0,1.0,6764,6734.0,30.0,19.6308,15.5556,3.0,1.0753,2026-09-11
10,un-fao,Food and Agriculture Organization of the United Nations (FAO),https://github.com/un-fao,Organization,N/D,Italy,False,134,128.0,6.0,0.046875,39,35.0,4.0,71,54.0,17.0,19.276,6.6667,12.0,0.6093,2026-09-11
11,unitn-drive,UniTN - DISI Drive,https://github.com/unitn-drive,Organization,N/D,Italy,False,840,823.0,17.0,0.020656,5,5.0,0.0,20,20.0,0.0,18.8889,18.8889,0.0,0.0,2026-09-11
12,aimagelab,AImageLab,https://github.com/aimagelab,Organization,N/D,"Modena, Italy",False,197,193.0,4.0,0.020725,118,114.0,4.0,4983,4952.0,31.0,17.5556,4.4444,12.0,1.1111,2026-09-11
