rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,170,130.0,40.0,0.307692,4,4.0,0.0,18511,12417.0,6094.0,70.0,40.0,0.0,30.0,2026-07-06
2,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,551,514.0,37.0,0.071984,6,6.0,0.0,1,1.0,0.0,37.0,37.0,0.0,0.0,2026-07-06
3,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2273,2241.0,32.0,0.014279,139,138.0,1.0,5994,5899.0,95.0,34.9677,32.0,2.5,0.4677,2026-07-06
4,boolean-it,Boolean IT,https://github.com/boolean-it,Organization,N/D,Italy,False,56,55.0,1.0,0.018182,25,13.0,12.0,1,1.0,0.0,31.0,1.0,30.0,0.0,2026-07-06
5,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,211,189.0,22.0,0.116402,39,36.0,3.0,216,180.0,36.0,29.6772,22.0,7.5,0.1772,2026-07-06
6,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1883,1867.0,16.0,0.00857,432,427.0,5.0,6710,6682.0,28.0,28.6378,16.0,12.5,0.1378,2026-07-06
7,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,321,318.0,3.0,0.009434,769,760.0,9.0,1674,1668.0,6.0,25.5295,3.0,22.5,0.0295,2026-07-06
8,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,674,656.0,18.0,0.027439,33,33.0,0.0,1766,1695.0,71.0,18.3495,18.0,0.0,0.3495,2026-07-06
9,unitn-drive,UniTN - DISI Drive,https://github.com/unitn-drive,Organization,N/D,Italy,False,814,798.0,16.0,0.02005,5,5.0,0.0,20,20.0,0.0,16.0,16.0,0.0,0.0,2026-07-06
10,openapi,Openapi®,https://github.com/openapi,Organization,N/D,Home of 🍕,False,66,60.0,6.0,0.1,21,18.0,3.0,211,202.0,9.0,13.5443,6.0,7.5,0.0443,2026-07-06
11,aimagelab,AImageLab,https://github.com/aimagelab,Organization,N/D,"Modena, Italy",False,192,184.0,8.0,0.043478,114,112.0,2.0,4931,4889.0,42.0,13.2068,8.0,5.0,0.2068,2026-07-06
12,dataciviclab,DataCivicLab,https://github.com/dataciviclab,Organization,N/D,Italy,False,43,40.0,3.0,0.075,19,15.0,4.0,36,29.0,7.0,13.0345,3.0,10.0,0.0345,2026-07-06
13,gbionics,Generative Bionics,https://github.com/gbionics,Organization,N/D,Italy,False,94,89.0,5.0,0.05618,66,63.0,3.0,3081,3041.0,40.0,12.6969,5.0,7.5,0.1969,2026-07-06
14,SPDM-Team,SPDM Team,https://github.com/SPDM-Team,Organization,N/D,Italy,False,414,402.0,12.0,0.029851,3,3.0,0.0,86,82.0,4.0,12.0197,12.0,0.0,0.0197,2026-07-06
15,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,207,203.0,4.0,0.019704,64,61.0,3.0,1590,1526.0,64.0,11.8151,4.0,7.5,0.3151,2026-07-06
16,freelensapp,Freelens,https://github.com/freelensapp,Organization,N/D,Italy,False,90,86.0,4.0,0.046512,21,19.0,2.0,5473,5345.0,128.0,9.6301,4.0,5.0,0.6301,2026-07-06
17,BendingSpoons,Bending Spoons,https://github.com/BendingSpoons,Organization,N/D,"Milan, Italy",False,283,275.0,8.0,0.029091,3,3.0,0.0,2955,2957.0,0.0,8.0,8.0,0.0,0.0,2026-07-06
18,un-fao,Food and Agriculture Organization of the United Nations (FAO),https://github.com/un-fao,Organization,N/D,Italy,False,124,119.0,5.0,0.042017,34,33.0,1.0,59,39.0,20.0,7.5985,5.0,2.5,0.0985,2026-07-06
19,ondata,onData,https://github.com/ondata,Organization,N/D,Italy,False,129,124.0,5.0,0.040323,139,138.0,1.0,780,761.0,19.0,7.5935,5.0,2.5,0.0935,2026-07-06
20,robotology,Robotology,https://github.com/robotology,Organization,N/D,Italy,False,333,326.0,7.0,0.021472,147,147.0,0.0,2704,2696.0,8.0,7.0394,7.0,0.0,0.0394,2026-07-06
21,virgili0,Virgilio Data Science,https://github.com/virgili0,Organization,N/D,Italy,False,120,114.0,6.0,0.052632,1,1.0,0.0,14817,14612.0,205.0,7.0092,6.0,0.0,1.0092,2026-07-06
