rank,login,name,github_url,account_type,sector,location,verified,followers,followers_30d_ago_estimate,followers_delta_30d,followers_growth_rate_30d,public_repos,public_repos_30d_ago_estimate,public_repos_delta_30d,total_stargazers,total_stargazers_30d_ago_estimate,total_stargazers_delta_30d,score,score_followers_growth,score_repositories_growth,score_stars_growth,snapshot_date
1,refactoringhq,Refactoring,https://github.com/refactoringhq,Organization,N/D,Italy,False,170,128.0,42.0,0.328125,4,4.0,0.0,18469,12205.0,6264.0,70.0,40.0,0.0,30.0,2026-07-05
2,DevExpPlatform,Developer Experience Platform for Eng Group,https://github.com/DevExpPlatform,Organization,N/D,Italy,False,551,512.0,39.0,0.076172,6,6.0,0.0,1,1.0,0.0,37.1429,37.1429,0.0,0.0,2026-07-05
3,OpenIPC,OpenIPC,https://github.com/OpenIPC,Organization,N/D,Italy,False,2272,2241.0,31.0,0.013833,139,138.0,1.0,5994,5892.0,102.0,32.5123,29.5238,2.5,0.4885,2026-07-05
4,boolean-it,Boolean IT,https://github.com/boolean-it,Organization,N/D,Italy,False,56,55.0,1.0,0.018182,25,13.0,12.0,1,1.0,0.0,30.9524,0.9524,30.0,0.0,2026-07-05
5,singularityos-lab,Singularity OS,https://github.com/singularityos-lab,Organization,N/D,Italy,False,210,186.0,24.0,0.129032,39,36.0,3.0,212,169.0,43.0,30.5631,22.8571,7.5,0.2059,2026-07-05
6,pagopa,PagoPA S.p.A.,https://github.com/pagopa,Organization,PMI,Italy,True,321,317.0,4.0,0.012618,769,759.0,10.0,1674,1668.0,6.0,28.8383,3.8095,25.0,0.0287,2026-07-05
7,italia,Developers Italia,https://github.com/italia,Organization,PA,Italy,True,1882,1867.0,15.0,0.008034,432,427.0,5.0,6709,6680.0,29.0,26.9246,14.2857,12.5,0.1389,2026-07-05
8,NyarchLinux,Nyarch Linux,https://github.com/NyarchLinux,Organization,N/D,Italy,False,674,655.0,19.0,0.029008,33,33.0,0.0,1764,1695.0,69.0,18.4257,18.0952,0.0,0.3305,2026-07-05
9,unitn-drive,UniTN - DISI Drive,https://github.com/unitn-drive,Organization,N/D,Italy,False,812,795.0,17.0,0.021384,5,5.0,0.0,20,20.0,0.0,16.1905,16.1905,0.0,0.0,2026-07-05
10,gbionics,Generative Bionics,https://github.com/gbionics,Organization,N/D,Italy,False,94,89.0,5.0,0.05618,66,62.0,4.0,3077,3041.0,36.0,14.9343,4.7619,10.0,0.1724,2026-07-05
11,aimagelab,AImageLab,https://github.com/aimagelab,Organization,N/D,"Modena, Italy",False,192,184.0,8.0,0.043478,114,112.0,2.0,4931,4885.0,46.0,12.8394,7.619,5.0,0.2203,2026-07-05
12,openapi,Openapi®,https://github.com/openapi,Organization,N/D,Home of 🍕,False,65,60.0,5.0,0.083333,21,18.0,3.0,211,202.0,9.0,12.305,4.7619,7.5,0.0431,2026-07-05
13,iit-DLSLab,"DLS Lab at Istituto Italiano di Tecnologia, Italy",https://github.com/iit-DLSLab,Organization,N/D,"Genova, Italy",False,207,203.0,4.0,0.019704,64,61.0,3.0,1588,1525.0,63.0,11.6112,3.8095,7.5,0.3017,2026-07-05
14,SPDM-Team,SPDM Team,https://github.com/SPDM-Team,Organization,N/D,Italy,False,413,402.0,11.0,0.027363,3,3.0,0.0,86,82.0,4.0,10.4953,10.4762,0.0,0.0192,2026-07-05
15,dataciviclab,DataCivicLab,https://github.com/dataciviclab,Organization,N/D,Italy,False,43,40.0,3.0,0.075,18,15.0,3.0,35,29.0,6.0,10.3859,2.8571,7.5,0.0287,2026-07-05
16,ondata,onData,https://github.com/ondata,Organization,N/D,Italy,False,129,123.0,6.0,0.04878,139,138.0,1.0,779,757.0,22.0,8.3196,5.7143,2.5,0.1054,2026-07-05
17,virgili0,Virgilio Data Science,https://github.com/virgili0,Organization,N/D,Italy,False,121,114.0,7.0,0.061404,1,1.0,0.0,14814,14599.0,215.0,7.6964,6.6667,0.0,1.0297,2026-07-05
18,BendingSpoons,Bending Spoons,https://github.com/BendingSpoons,Organization,N/D,"Milan, Italy",False,283,275.0,8.0,0.029091,3,3.0,0.0,2955,2957.0,0.0,7.619,7.619,0.0,0.0,2026-07-05
